year,id,country,iso,region,income_group,lcgdp,lpop,polity,open,interest,credit,gross,fdi,cpi,balance,open_ww,kaopen,oecd,noil,safrica,low,middle,high,quake,storm,sdisaster,disaster,damage_cor,damage_gdp,disasterla,sdisasterla,mag,maxvei,combi,difmonth,abs_diff,dif_temp,drought,flood,magla,maxveila,combila,difmonthla,abs_diffla,dif_templa,droughtla,floodla,disindex,disindexla,indexla,dindex,maglaxopen_ww,maglaxpolity,maglaxkaopen,maxveilaxopen_ww,maxveilaxpolity,maxveilaxkaopen,combilaxopen_ww,combilaxpolity,combilaxkaopen,floodlaxopen_ww,floodlaxpolity,floodlaxkaopen,droughtlaxopen_ww,droughtlaxpolity,droughtlaxkaopen,dif_templaxopen_ww,dif_templaxpolity,dif_templaxkaopen,indexlaxopen_ww,indexlaxpolity,indexlaxkaopen,disindexlaxopen_ww,disindexlaxpolity,disindexlaxkaopen,EFW,size_gov,prop_rights,sound_money,freedom_to_trade,regulation
2005,59.0,Madagascar,MDG,Sub-Saharan Africa,Low income,6.5757756,9.815321,0.85,0.7377565,0.007351309997,0.1283792704,-0.09197620823,0.01695798304,0.01851256401,-0.1099605812,1.0,0.35072306,0,1,1,1,0,0,0,1,4,0,0.0,0.0,0.0,0.0006813834,4.800000190734863,0,85.0,0.36949470210952656,0.020647729,0.020647729,0,0.3694947,8.176601e-05,0.0,0.0009360169,6.2941894e-05,3.517255e-06,3.0323346e-05,0.0,0.00025549455,8.665026,0.0014760513,0.004022573,90.19014,8.176601e-05,6.950111e-05,2.8677225e-05,0.0,0.0,0.0,0.0009360169,0.0007956144,0.0003282827,0.00025549455,0.00021717038,8.9607835e-05,0.0,0.0,0.0,3.0323346e-05,2.5774845e-05,1.0635097e-05,0.004022573,0.0034191872,0.0014108091,0.0014760513,0.0012546437,0.0005176852,5.627913826079114,7.485879238873281,2.4504231747699996,7.0161896900666845,6.044210721253544,5.142866305432061
2006,59.0,Madagascar,MDG,Sub-Saharan Africa,Low income,6.6203766,9.845444,0.85,0.7506183,0.01617258828,0.09634146011,0.1933712183,0.053399977429999995,0.01077224539,,1.0,0.35072306,0,1,1,1,0,0,0,2,3,0,0.0,0.0,0.0,0.00051103754,3.799999952316284,0,85.0,0.35266240683308825,0.04664015,0.04664015,0,0.3526624,6.473142e-05,0.0,0.0009360169,6.0074577e-05,7.944956e-06,6.849593e-05,0.0,0.00024385551,9.7201185,0.0016557819,0.003978381,89.1993,6.473142e-05,5.5021712e-05,2.2702803e-05,0.0,0.0,0.0,0.0009360169,0.0007956144,0.0003282827,0.00024385551,0.00020727719,8.552575e-05,0.0,0.0,0.0,6.849593e-05,5.8221543e-05,2.4023102e-05,0.003978381,0.003381624,0.0013953099,0.0016557819,0.0014074147,0.0005807209,5.894422150928874,7.0006456828700525,2.757014618761469,7.373626802174811,6.234636765743053,6.1061868850949885
2007,59.0,Madagascar,MDG,Sub-Saharan Africa,Low income,6.6332397,9.875542,0.85,0.82390803,0.03227941227,0.09966187308,0.308313487,0.1053151668,0.01030072119,,1.0,0.35072306,0,1,1,1,0,0,0,3,4,1,255.09420776367188,1.7259495,0.00017034585,0.0006813834,3.5,0,95.0,0.701996924528529,0.019993007,0.01710337,0,0.7019969,5.962105e-05,0.0,0.0010461366,0.00011958226,3.405726e-06,2.5118086e-05,0.0,0.00048540987,9.154197,0.0015593795,0.0044252737,99.2191,5.962105e-05,5.0677892e-05,2.0910476e-05,0.0,0.0,0.0,0.0010461366,0.00088921614,0.00036690422,0.00048540987,0.0004125984,0.00017024443,0.0,0.0,0.0,2.5118086e-05,2.1350374e-05,8.809492e-06,0.0044252737,0.003761483,0.0015520456,0.0015593795,0.0013254726,0.00054691033,6.078146398283434,7.79382422022711,3.2854878740871127,7.286308263713091,6.446264463233443,5.57884717015641
2008,59.0,Madagascar,MDG,Sub-Saharan Africa,Low income,6.704021,9.905613,0.85,0.834498,0.033170557340000004,0.09393719715,0.4112597747,0.1244696647,0.009223620364,,1.0,0.35072306,0,1,1,1,0,0,0,3,4,2,65.16263580322266,0.39859,0.0003406917,0.0006813834,4.0,0,100.0,0.2565201354880061,0.029701555,0.029701555,0,0.25652012,6.813834e-05,0.0,0.0011011963,4.3697142e-05,5.0595368e-06,4.3619835e-05,0.0,0.00017737599,9.401603,0.0016015241,0.0046512727,104.286224,6.813834e-05,5.791759e-05,2.3897686e-05,0.0,0.0,0.0,0.0011011963,0.00093601685,0.00038621493,0.00017737599,0.0001507696,6.2209845e-05,0.0,0.0,0.0,4.3619835e-05,3.707686e-05,1.5298481e-05,0.0046512727,0.0039535817,0.0016313086,0.0016015241,0.0013612955,0.0005616914,6.068638076432394,7.691515700911566,2.966680212275693,7.665050465026878,6.343586153509249,5.676357850438582
2009,59.0,Madagascar,MDG,Sub-Saharan Africa,Low income,6.6502676,9.935643,0.5,0.766417,0.03374281895,0.1175314927,-0.21838287080000002,0.1255964194,0.008956741087,,1.0,0.35072306,0,1,1,1,0,0,0,3,3,0,5.529227256774902,0.034633394,0.0,0.00051103754,0.0,0,90.0,0.3081130974386316,0.03565508,0.02843773,0,0.3081131,0.0,0.0,0.0009910767,5.248579e-05,6.073695e-06,4.1763775e-05,0.0,0.000213051,7.159756,0.0012196348,0.004029103,90.33655,0.0,0.0,0.0,0.0,0.0,0.0,0.0009910767,0.0008424152,0.00034759345,0.000213051,0.00018109335,7.4721895e-05,0.0,0.0,0.0,4.1763775e-05,3.5499208e-05,1.4647519e-05,0.004029103,0.0034247378,0.0014130994,0.0012196348,0.0010366896,0.00042775404,6.236893502565969,8.708768130827206,3.0586363338511804,7.549208076298765,6.19683448016386,5.671020491688831
2010,59.0,Madagascar,MDG,Sub-Saharan Africa,Low income,6.704042,9.96561,0.5,0.6749184,0.03787104277,0.1048916167,,0.09866189101,0.009246717346000001,,1.0,0.21146454,0,1,1,1,0,0,0,1,1,1,0.0,0.0,0.00017034585,0.00017034585,0.0,0,60.0,0.42628066353843413,0.026782297,0.026782297,0,0.42628068,0.0,0.0,0.00066071784,7.261514e-05,4.5622533e-06,3.93326e-05,0.0,0.00029476034,5.7187467,0.0009741648,0.002696269,60.453064,0.0,0.0,0.0,0.0,0.0,0.0,0.00066071784,0.00033035892,0.00023172898,0.00029476034,0.00014738017,0.00010337924,0.0,0.0,0.0,3.93326e-05,1.96663e-05,1.379485e-05,0.002696269,0.0013481345,0.0009456437,0.0009741648,0.0004870824,0.00034166206,6.42898300005106,8.817035522042676,2.8831409121146603,7.8537448710746744,6.373178174737516,6.217815520285775
1979,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.353164,11.109845,0.35,0.23210287,,0.4694346839,0.1561679579,0.00990037765,0.018173485540000003,-0.0402035606,1.0,0.86314595,0,1,0,0,1,0,1,0,2,0,14.850011825561523,0.005236599,0.0,0.000101666825,7.900000095367432,0,85.0,0.5250927583676148,0.055085868,0.055085868,0,0.5250928,4.0158397e-05,0.0,0.00027931962,2.6692258e-05,2.8002028e-06,2.4141416e-05,0.0,0.00010834956,17.518496,0.00089052494,0.001244177,93.48018,,,,,,,,,,,,,,,,,,,,,,,,,5.24385044128571,5.363920802236209,6.123634450485996,7.7773760438323665,3.0500364801706157,4.851037912456913
1980,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.539118,11.1323595,0.35,0.2546289,,0.4375859999,0.1274572903,0.01075341703,0.02636440558,-0.05362302025,1.0,0.86314595,0,1,0,0,1,0,2,0,4,1,46.97626876831055,0.013448208,5.0833412e-05,0.00020333365,7.099999904632568,0,165.0,0.3529815897997923,0.05055451,0.05055451,0,0.3529816,3.6091726e-05,0.0,0.0005422086,1.7943259e-05,2.5698582e-06,2.2155544e-05,0.0,7.283551e-05,19.46932,0.000989692,0.0022959404,172.50354,3.6091726e-05,1.2632104e-05,3.1152427e-05,0.0,0.0,0.0,0.0005422086,0.00018977301,0.00046800516,7.283551e-05,2.5492427e-05,6.286767e-05,0.0,0.0,0.0,2.2155544e-05,7.75444e-06,1.9123469e-05,0.0022959404,0.0008035791,0.0019817317,0.000989692,0.00034639222,0.0008542487,5.117640066770951,5.2912388872089124,6.5840544918182555,7.691037666804592,1.3125456002132687,4.922019879503601
1981,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.694757,11.155811,0.35,0.2500454,,0.4871525107,0.14823836229999998,0.012307912430000002,0.02792812901,-0.06493843336,1.0,0.86314595,0,1,0,0,1,0,1,1,2,0,20.88800048828125,0.0049992464,0.0,0.000101666825,7.699999809265137,0,90.0,0.9160556203824151,0.063469425,0.063469425,0,0.9160556,3.9141727e-05,0.0,0.00029575016,4.6566234e-05,3.2263674e-06,2.7815515e-05,0.0,0.00018902226,18.757967,0.0009535315,0.0013133776,98.67953,3.9141727e-05,1.3699604e-05,3.378502e-05,0.0,0.0,0.0,0.00029575016,0.00010351255,0.00025527555,0.00018902226,6.6157794e-05,0.0001631538,0.0,0.0,0.0,2.7815515e-05,9.7354305e-06,2.4008848e-05,0.0013133776,0.00045968217,0.0011336366,0.0009535315,0.000333736,0.0008230368,5.015287265435532,5.383307526043945,6.3931405049176995,6.887191291778171,1.9319820821962708,4.6783875125161
1982,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.71766,11.179421,0.35,0.27418414,,0.6612671186,-0.24533643049999998,0.01094284322,0.05892436535,-0.03389921289,1.0,0.21262392,0,1,0,0,1,0,1,1,5,0,173.9611701965332,0.039742924,0.0,0.00025416707,7.300000190734863,5,95.0,0.8769853501649609,0.08701659,0.08701659,0,0.8769854,3.7108395e-05,0.028550504,0.00031218072,4.458016e-05,4.42335e-06,3.8135073e-05,0.0,0.00018096036,23.44647,0.0011918641,0.0014409426,108.264,3.7108395e-05,1.2987938e-05,3.2029962e-05,0.028550504,0.009992676,0.024643252,0.00031218072,0.00010926325,0.00026945752,0.00018096036,6.333613e-05,0.0001561952,0.0,0.0,0.0,3.8135073e-05,1.3347275e-05,3.2916134e-05,0.0014409426,0.0005043299,0.0012437438,0.0011918641,0.00041715245,0.0010287527,4.912934464100113,5.475376164878977,6.202226518017143,6.08334491675175,2.5514185641792726,4.434755145528598
1983,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.677094,11.203174,0.35,0.30539733,,0.5496418247,-0.2752800017,0.0147245615,0.10175929739999999,0.03940432379,1.0,0.15968592,0,1,0,0,1,0,0,2,3,1,0.0,0.0,5.0833412e-05,0.00015250024,7.0,0,77.7,1.087438098411134,0.049336154,0.004978283,0,1.0874381,3.558339e-05,0.0,0.00025533096,5.527819e-05,2.507925e-06,2.1817357e-06,0.0,0.00022438595,15.183897,0.00077184936,0.0011418564,85.79242,3.558339e-05,1.2454187e-05,7.56588e-06,0.0,0.0,0.0,0.00025533096,8.9365836e-05,5.428947e-05,0.00022438595,7.853508e-05,4.7709822e-05,0.0,0.0,0.0,2.1817357e-06,7.636075e-07,4.638892e-07,0.0011418564,0.00039964975,0.00024278599,0.00077184936,0.00027014728,0.00016411363,4.810581662764694,5.567444803714008,6.011312531116587,5.279498541725331,3.1708550461622744,4.1911227785410965
1984,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.713107,11.226312,0.35,0.29084295,,0.4987941397,0.060604033450000004,0.00877971307,0.06553985118,0.023816822169999998,1.0,0.10674793,0,1,0,0,1,0,0,1,2,0,0.0,0.0,0.0,0.000101666825,6.199999809265137,0,90.0,1.0192480206470498,0.0896017,0.007308738,0,1.019248,3.1516716e-05,0.0,0.00029575016,5.1811858e-05,4.5547604e-06,3.203059e-06,0.0,0.00021031534,14.650177,0.00074471853,0.0012940393,97.226555,3.1516716e-05,1.103085e-05,5.032776e-06,0.0,0.0,0.0,0.00029575016,0.00010351255,4.722714e-05,0.00021031534,7.361037e-05,3.3584398e-05,0.0,0.0,0.0,3.203059e-06,1.1210706e-06,5.1148345e-07,0.0012940393,0.00045291375,0.00020663986,0.00074471853,0.0002606515,0.00011892107,4.708228861429275,5.6595134425490405,5.820398544216031,4.47565216669891,3.7902915281452767,3.9474904115535954
1985,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.734529,11.248533,0.35,0.27865338,,0.4990595183,0.11481143440000001,0.01075495576,0.05774837702,0.00433667571,1.0,0.053809926,0,1,0,0,1,0,1,0,1,1,2527.28515625,0.5298111,5.0833412e-05,5.0833412e-05,8.300000190734863,0,89.9,0.9454531041566608,0.07633624,-0.017244034,0,0.9454531,4.2191736e-05,0.0,0.00029542155,4.806061e-05,3.880432e-06,-7.5572084e-06,0.0,0.00019508824,16.1034,0.0008185908,0.0013193495,99.12821,4.2191736e-05,1.4767107e-05,4.5038805e-06,0.0,0.0,0.0,0.00029542155,0.00010339754,3.153564e-05,0.00019508824,6.828088e-05,2.0825266e-05,0.0,0.0,0.0,-7.5572084e-06,-2.645023e-06,-8.067164e-07,0.0013193495,0.00046177232,0.00014083783,0.0008185908,0.00028650678,8.7382876e-05,4.6058760600938555,5.751582081384073,5.629484557315475,3.6718057916724893,4.409728010128278,3.703858044566094
1986,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.664575,11.270121,0.35,0.3377342,,0.6453216936,-0.19440832830000002,0.01572927218,0.08623387719,-0.01063811777,1.0,0.0008719177,0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,5.0833412e-05,7.099999904632568,1,85.0,0.6554660852692594,0.07283294,-0.02576296,0,0.6554661,3.6091726e-05,0.0057101003,0.00027931962,3.331958e-05,3.7023472e-06,-1.1290634e-05,0.0,0.00013525126,14.114366,0.00071748137,0.001247498,93.729706,3.6091726e-05,1.2632104e-05,1.9420931e-06,0.0057101003,0.0019985351,0.00030726008,0.00027931962,9.776186e-05,1.5030168e-05,0.00013525126,4.733794e-05,7.2778603e-06,0.0,0.0,0.0,-1.1290634e-05,-3.9517217e-06,-6.0754815e-07,0.001247498,0.00043662428,6.7127774e-05,0.00071748137,0.00025111847,3.860762e-05,4.9078716167535426,6.082149099122032,5.919349784470993,3.6559091687474807,5.087505443725609,3.9446959013414338
1987,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.706692,11.291312,0.35,0.3586667,,0.5866958609,0.05708718344,0.00844124474,0.13182667509999998,0.03027868785,1.0,0.21146454,0,1,0,0,1,0,1,0,3,0,0.0,0.0,0.0,0.00015250024,6.5,1,85.0,0.15988119670798212,0.068619154,0.059696883,0,0.15988119,3.3041717e-05,0.0057101003,0.00027931962,8.127307e-06,3.488146e-06,2.6162197e-05,0.0,3.299047e-05,15.88418,0.00080744707,0.0012340536,92.71958,3.3041717e-05,1.1564601e-05,2.8809659e-08,0.0057101003,0.0019985351,4.9787377e-06,0.00027931962,9.776186e-05,2.4354372e-07,3.299047e-05,1.1546664e-05,2.8764974e-08,0.0,0.0,0.0,2.6162197e-05,9.156769e-06,2.2811284e-08,0.0012340536,0.00043191877,1.0759932e-06,0.00080744707,0.00028260646,7.040274e-07,5.20986717341323,6.412716116859991,6.20921501162651,3.6400125458224726,5.7652828773229405,4.185533758116774
1988,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.703603,11.3118105,0.5,0.35233176,,0.3854023109,0.11722390490000001,0.01098041413,0.1141616945,-0.01296245806,1.0,0.21146454,0,1,0,0,1,0,0,3,5,1,219.0154803097248,0.044452008,5.0833412e-05,0.00025416707,6.0,0,145.0,0.2595616302728923,0.0457905,0.0457905,0,0.25956163,3.0500049e-05,0.0,0.00047648637,1.3194403e-05,2.3276875e-06,2.0067717e-05,0.0,5.355889e-05,16.743757,0.00085114234,0.0020138025,151.30536,3.0500049e-05,1.0675017e-05,6.4496785e-06,0.0,0.0,0.0,0.00047648637,0.00016677023,0.00010075997,5.355889e-05,1.8745612e-05,1.1325807e-05,0.0,0.0,0.0,2.0067717e-05,7.0237006e-06,4.2436104e-06,0.0020138025,0.00070483086,0.00042584783,0.00085114234,0.00029789982,0.00017998643,5.511862730072917,6.7432831345979505,6.499080238782026,3.624115922897464,6.443060310920271,4.426371614892114
1989,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.759434,11.331006,0.5,0.34884438,,0.39731772210000005,0.01575164113,0.012490075080000001,0.02000800027,-0.02612376565,1.0,0.21146454,0,1,0,0,1,0,1,0,3,0,57.89357376098633,0.010900921,0.0,0.00015250024,7.300000190734863,0,105.0,0.19114223471432704,0.05962992,0.018857617,0,0.19114223,3.7108395e-05,0.0,0.00034504186,9.716412e-06,3.0311924e-06,8.264363e-06,0.0,3.9440984e-05,15.30017,0.0007777599,0.0014974547,112.51,3.7108395e-05,1.8554198e-05,7.847109e-06,0.0,0.0,0.0,0.00034504186,0.00017252093,7.296412e-05,3.9440984e-05,1.9720492e-05,8.340369e-06,0.0,0.0,0.0,8.264363e-06,4.1321814e-06,1.7476196e-06,0.0014974547,0.00074872735,0.00031665858,0.0007777599,0.00038887994,0.00016446864,5.8138582867326045,7.073850152335909,6.788945465937544,3.608219299972456,7.120837744517602,4.667209471667454
1990,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.841328,11.34939,0.5,0.35042652,,0.3734496246,0.1155103418,0.009702721939999999,0.02665264522,-0.028362095389999998,1.0,0.21146454,0,1,0,0,1,0,0,1,3,0,97.28388977050781,0.016570037,0.0,0.00015250024,6.0,0,116.9,0.4848217019771819,0.03481656,0.021434875,0,0.4848217,3.0500049e-05,0.0,0.0003841466,2.4645142e-05,1.7698445e-06,9.393847e-06,0.0,0.00010003988,14.961194,0.00076052855,0.0016424789,123.40626,3.0500049e-05,1.5250024e-05,6.4496785e-06,0.0,0.0,0.0,0.0003841466,0.0001920733,8.123339e-05,0.00010003988,5.001994e-05,2.1154887e-05,0.0,0.0,0.0,9.393847e-06,4.6969235e-06,1.9864656e-06,0.0016424789,0.00082123943,0.00034732604,0.00076052855,0.00038026428,0.00016082481,6.1158538433922915,7.404417170073868,7.078810693093061,3.5923226770474472,7.798615178114933,4.908047328442795
1991,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.8976555,11.367762,0.5,0.3247226,,0.3781729954,0.09944232273,0.015080112109999998,0.022661511829999998,-0.04734557341,1.0,0.35072306,0,1,0,0,1,0,0,1,3,0,1.4935405254364014,0.0002360796,0.0,0.00015250024,5.400000095367432,2,116.9,1.2804277838382834,0.041991506,0.03856853,0,1.2804278,2.7450043e-05,0.011420201,0.0003841466,6.508851e-05,2.1345716e-06,1.6902683e-05,0.0,0.00026420815,18.405602,0.0009356195,0.0016719294,125.618996,2.7450043e-05,1.3725022e-05,5.804711e-06,0.011420201,0.0057101003,0.0024149674,0.0003841466,0.0001920733,8.123339e-05,0.00026420815,0.00013210408,5.5870656e-05,0.0,0.0,0.0,1.6902683e-05,8.451341e-06,3.574318e-06,0.0016719294,0.0008359647,0.00035355377,0.0009356195,0.00046780976,0.00019785036,6.17662159244325,7.313281881106198,6.772402766675058,3.9738490452681106,7.820934804151551,5.183712791091833
1992,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.942393,11.3863535,0.5,0.3226613,,0.40420700340000004,0.13315019720000001,0.01208165021,0.01550854449,-0.06722050866,1.0,0.35072306,0,1,0,0,1,0,0,1,3,0,61.76247453689575,0.009163516,0.0,0.00015250024,6.400000095367432,0,100.0,2.1099603118296084,0.054314703,0.035555657,0,2.1099603,3.2533386e-05,0.0,0.00032861126,0.000107256485,2.7610017e-06,1.5582289e-05,0.0,0.0004353769,19.112656,0.0009715616,0.0014446893,108.54552,3.2533386e-05,1.6266693e-05,1.1410209e-05,0.0,0.0,0.0,0.00032861126,0.00016430563,0.00011525155,0.0004353769,0.00021768844,0.00015269671,0.0,0.0,0.0,1.5582289e-05,7.7911445e-06,5.465068e-06,0.0014446893,0.0007223447,0.0005066859,0.0009715616,0.0004857808,0.00034074904,6.237389341494209,7.222146592138527,6.465994840257056,4.355375413488774,7.843254430188169,5.459378253740871
1993,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.961031,11.404774,0.5,0.31300664,0.007522849222,0.41113171190000003,-0.00829003223,0.010885537919999999,0.009751530555,-0.05803636076,1.0,0.5984559,0,1,0,0,1,0,1,5,8,2,1377.5770545005798,0.19695143,0.000101666825,0.0004066673,6.7,0,95.0,0.5946467014438982,0.03093183,0.03093183,0,0.5946467,3.4058387e-05,0.0,0.00031218072,3.0227922e-05,1.5723705e-06,1.3555894e-05,0.0,0.00012270157,15.546075,0.0007902601,0.001361905,102.32558,3.4058387e-05,1.7029193e-05,1.19450615e-05,0.0,0.0,0.0,0.00031218072,0.00015609036,0.00010948898,0.00012270157,6.135079e-05,4.303427e-05,0.0,0.0,0.0,1.3555894e-05,6.777947e-06,4.7543645e-06,0.001361905,0.0006809525,0.00047765148,0.0007902601,0.00039513005,0.00027716244,6.298157090545168,7.1310113031708555,6.159586913839053,4.736901781709438,7.865574056224785,5.735043716389908
1994,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,9.007407,11.422321,0.7,0.34854499,0.009982753972,0.4897341206,0.1052851896,0.026018136759999998,0.0069657781390000005,-0.07033518655,1.0,0.5984559,1,1,0,0,1,0,0,0,2,0,0.0,0.0,0.0,0.000101666825,6.5,2,93.2,0.5442123770835733,0.04050152,0.04050152,0,0.5442124,3.3041717e-05,0.011420201,0.00030626572,2.7664173e-05,2.0588304e-06,1.7749815e-05,0.0,0.00011229477,17.126038,0.00087057496,0.0013613611,102.28471,3.3041717e-05,1.6520858e-05,1.977401e-05,0.011420201,0.0057101003,0.0068344865,0.00030626572,0.00015313286,0.00018328652,0.00011229477,5.6147386e-05,6.720347e-05,0.0,0.0,0.0,1.7749815e-05,8.8749075e-06,1.0622482e-05,0.0013613611,0.00068068056,0.0008147146,0.00087057496,0.00043528748,0.0005210007,6.358924839596127,7.039876014203185,5.853178987421051,5.118428149930101,7.887893682261403,6.010709179038947
1995,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.920625,11.439068,0.7,0.53234965,0.01563536347,0.495513328,-0.3495436798,0.03322758316,0.034999274999999996,-0.00549860346,1.0,0.5984559,1,1,0,0,1,0,3,5,10,1,2071.209062576294,0.2979354,5.0833412e-05,0.00050833414,7.4,0,100.0,0.2780265052195507,0.048470333,0.048470333,0,0.2780265,3.7616726e-05,0.0,0.00032861126,1.41330365e-05,2.4639126e-06,2.1242155e-05,0.0,5.7369e-05,16.686705,0.00084824214,0.0014337886,107.726494,3.7616726e-05,2.6331709e-05,2.2511953e-05,0.0,0.0,0.0,0.00032861126,0.00023002789,0.00019665936,5.7369e-05,4.0158302e-05,3.4332817e-05,0.0,0.0,0.0,2.1242155e-05,1.4869508e-05,1.2712493e-05,0.0014337886,0.001003652,0.0008580592,0.00084824214,0.0005937695,0.00050763553,6.419692588647085,6.948740725235514,5.5467710610030485,5.499954518150765,7.910213308298021,6.286374641687985
1996,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,8.973261,11.455281,0.7,0.56724775,0.004316065991,0.3735273389,0.2559719624,0.02759192606,0.03437765819,-0.0075328307100000005,1.0,0.5984559,1,1,0,0,1,0,0,4,6,0,993.5904942071065,0.13341482,0.0,0.0003050005,6.7,3,90.0,0.27417121637980174,0.038555194,0.029416293,0,0.2741712,3.4058387e-05,0.017130302,0.00029575016,1.3937059e-05,1.9598922e-06,1.2891709e-05,0.0,5.6573488e-05,16.941998,0.00086121954,0.0013310004,100.003586,3.4058387e-05,2.384087e-05,2.0382442e-05,0.017130302,0.011991211,0.010251731,0.00029575016,0.0002070251,0.00017699343,5.6573488e-05,3.960144e-05,3.3856737e-05,0.0,0.0,0.0,1.2891709e-05,9.0241965e-06,7.71512e-06,0.0013310004,0.0009317002,0.000796545,0.00086121954,0.00060285366,0.00051540195,6.438278766110193,6.980625613859929,5.327027197441692,5.77063975551291,7.813744460844914,6.374229851803441
1997,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,9.042738,11.47101,0.8,0.5502287,0.003783323786,0.4211111692,0.2488226098,0.03195625153,0.02062648433,-0.01909169704,1.0,0.5984559,1,1,0,0,1,0,2,3,9,1,381.29512906074524,0.047016833,5.0833412e-05,0.00045750072,7.0,3,115.0,0.9944402820482767,0.070975855,0.02957838,0,0.99444026,3.558339e-05,0.017130302,0.00037790296,5.0550796e-05,3.607945e-06,1.2962743e-05,0.0,0.00020519643,20.126524,0.0010231,0.0016773199,126.02402,3.558339e-05,2.4908373e-05,2.129509e-05,0.017130302,0.011991211,0.010251731,0.00037790296,0.00026453208,0.00022615826,0.00020519643,0.0001436375,0.00012280101,0.0,0.0,0.0,1.2962743e-05,9.07392e-06,7.757631e-06,0.0016773199,0.0011741238,0.0010038019,0.0010231,0.00071617,0.0006122802,6.456864943573299,7.012510502484344,5.107283333880335,6.041324992875055,7.717275613391807,6.462085061918898
1998,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,9.073457,11.485812,0.8,0.5768079,0.009509971395,0.3901458868,0.09826558429,0.03028565108,0.01592799503,-0.03796793911,1.0,0.5984559,1,1,0,0,1,0,0,4,10,0,523.0491874217987,0.06162621,0.0,0.00050833414,6.2,0,89.4,0.5358169351721986,0.05823843,0.05823843,0,0.5358169,3.1516716e-05,0.0,0.0002937785,2.7237404e-05,2.9604582e-06,2.5523028e-05,0.0,0.00011056241,15.698286,0.0007979975,0.0012802973,96.19405,3.1516716e-05,2.5213374e-05,1.8861365e-05,0.0,0.0,0.0,0.0002937785,0.00023502279,0.00017581347,0.00011056241,8.844993e-05,6.616673e-05,0.0,0.0,0.0,2.5523028e-05,2.0418423e-05,1.5274407e-05,0.0012802973,0.0010242378,0.00076620147,0.0007979975,0.00063839805,0.00047756633,6.475451121036406,7.044395391108759,4.887539470318979,6.312010230237201,7.6208067659387,6.549940272034354
1999,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,9.121877,11.498998,0.8,0.5721812,0.007517324995,0.36269404520000004,0.04656963035,0.02884549557,0.01658560509,-0.0290828825,1.0,0.5984559,1,1,0,0,1,0,3,1,11,2,818.0659942626953,0.09062668,0.000101666825,0.0005591675,7.0,0,120.0,0.24527780714691966,0.045323305,0.032442644,0,0.2452778,3.558339e-05,0.0,0.00039433353,1.2468308e-05,2.3039383e-06,1.4218009e-05,0.0,5.0611518e-05,16.298597,0.00082851335,0.0016940061,127.27772,3.558339e-05,2.8466713e-05,2.129509e-05,0.0,0.0,0.0,0.00039433353,0.00031546684,0.00023599123,5.0611518e-05,4.0489216e-05,3.0288762e-05,0.0,0.0,0.0,1.4218009e-05,1.1374407e-05,8.508851e-06,0.0016940061,0.001355205,0.0010137879,0.00082851335,0.0006628107,0.0004958287,6.494037298499513,7.076280279733174,4.667795606757622,6.582695467599347,7.5243379184855925,6.63779548214981
2000,60.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,9.209174,11.512192,0.9,0.57736766,0.0043049890969999996,0.3409895703,0.1170644922,0.03114754971,0.009495019139,-0.032235710449999996,1.0,0.5984559,1,1,0,0,1,0,1,2,9,0,0.8863776922225952,8.880633e-05,0.0,0.00045750072,6.5,0,120.0,0.574769397680439,0.05641155,0.05641155,0,0.5747694,3.3041717e-05,0.0,0.00039433353,2.921749e-05,2.8675915e-06,2.4722396e-05,0.0,0.00011860001,17.460726,0.0008875883,0.0016920558,127.13118,3.3041717e-05,2.6433374e-05,1.977401e-05,0.0,0.0,0.0,0.00039433353,0.00031546684,0.00023599123,0.00011860001,9.488001e-05,7.097687e-05,0.0,0.0,0.0,2.4722396e-05,1.9777917e-05,1.4795264e-05,0.0016920558,0.0013536446,0.0010126209,0.0008875883,0.00071007066,0.00053118245,6.51262347596262,7.108165168357589,4.448051743196265,6.853380704961492,7.427869071032486,6.725650692265266
